release_id,price,status,condition,sleeve_condition,notes,genre_override,decade_override
1178156,,available,Not yet inspected,,,,
2226227,,available,Not yet inspected,,,,
1178152,,available,Not yet inspected,,,,
9668486,,available,Not yet inspected,,,,
5305508,,available,Not yet inspected,,,,
5441819,,available,Not yet inspected,,,,
2565881,,available,Not yet inspected,,,,
4738716,,available,Not yet inspected,,,,
2849805,,available,Not yet inspected,,,,
3809200,,available,Not yet inspected,,,,
4754027,,available,Not yet inspected,,,,
4889054,,available,Not yet inspected,,,,
4694336,,available,Not yet inspected,,,,
26348009,,available,Not yet inspected,,,,
4762800,,available,Not yet inspected,,,,
1728180,,available,Not yet inspected,,,,
4694380,,available,Not yet inspected,,,,
2655948,,available,Not yet inspected,,,,
1865102,,available,Not yet inspected,,,,
4888819,,available,Not yet inspected,,,,
695430,,available,Not yet inspected,,,,
5273215,,available,Not yet inspected,,,,
3534637,,available,Not yet inspected,,,,
2263735,,available,Not yet inspected,,,,
666498,,available,Not yet inspected,,,,
3701690,,available,Not yet inspected,,,,
5586604,,available,Not yet inspected,,,,
3118294,,available,Not yet inspected,,,,
1922754,,available,Not yet inspected,,,,
1615863,,available,Not yet inspected,,,,
2649722,,available,Not yet inspected,,,,
4854341,,available,Not yet inspected,,,,
3522142,,available,Not yet inspected,,,,
4704907,,available,Not yet inspected,,,,
3602676,,available,Not yet inspected,,,,
5815381,,available,Not yet inspected,,,,
2036138,,available,Not yet inspected,,,,
2598123,,available,Not yet inspected,,,,
2758675,,available,Not yet inspected,,,,
3728023,,available,Not yet inspected,,,,
7766437,,available,Not yet inspected,,,,
4407359,,available,Not yet inspected,,,,
1670776,,available,Not yet inspected,,,,
3606398,,available,Not yet inspected,,,,
5350072,,available,Not yet inspected,,,,
5981254,,available,Not yet inspected,,,,
2901550,,available,Not yet inspected,,,,
5651686,,available,Not yet inspected,,,,
2880501,,available,Not yet inspected,,,,
6004016,,available,Not yet inspected,,,,
6189850,,available,Not yet inspected,,,,
3780243,,available,Not yet inspected,,,,
7941256,,available,Not yet inspected,,,,
4080321,,available,Not yet inspected,,,,
4180797,,available,Not yet inspected,,,,
5460176,,available,Not yet inspected,,,,
4378502,,available,Not yet inspected,,,,
3236604,,available,Not yet inspected,,,,
7538117,,available,Not yet inspected,,,,
12026943,,available,Not yet inspected,,,,
2732736,,available,Not yet inspected,,,,
1799130,,available,Not yet inspected,,,,
1458596,,available,Not yet inspected,,,,
5718899,,available,Not yet inspected,,,,
4200950,,available,Not yet inspected,,,,
2637776,,available,Not yet inspected,,,,
7264303,,available,Not yet inspected,,,,
6207592,,available,Not yet inspected,,,,
3635184,,available,Not yet inspected,,,,
25155370,,available,Not yet inspected,,,,
9170226,,available,Not yet inspected,,,,
4687847,,available,Not yet inspected,,,,
562576,,available,Not yet inspected,,,,
3709217,,available,Not yet inspected,,,,
32443860,,available,Not yet inspected,,,,
2040908,,available,Not yet inspected,,,,
9705055,,available,Not yet inspected,,,,
23257331,,available,Not yet inspected,,,,
9299436,,available,Not yet inspected,,,,
6596891,,available,Not yet inspected,,,,
7043659,,available,Not yet inspected,,,,
8648156,,available,Not yet inspected,,,,
1945830,,available,Not yet inspected,,,,
24263018,,available,Not yet inspected,,,,
3998030,,available,Not yet inspected,,,,
12063557,,available,Not yet inspected,,,,
13865717,,available,Not yet inspected,,,,
2018757,,available,Not yet inspected,,,,
9788861,,available,Not yet inspected,,,,
10911482,,available,Not yet inspected,,,,
5872546,,available,Not yet inspected,,,,
5036623,,available,Not yet inspected,,,,
5071207,,available,Not yet inspected,,,,
6042932,,available,Not yet inspected,,,,
9017525,,available,Not yet inspected,,,,
5716722,,available,Not yet inspected,,,,
9538825,,available,Not yet inspected,,,,
7302965,,available,Not yet inspected,,,,
5981610,,available,Not yet inspected,,,,
4706843,,available,Not yet inspected,,,,
1794187,,available,Not yet inspected,,,,
3980997,,available,Not yet inspected,,,,
3692715,,available,Not yet inspected,,,,
10415320,,available,Not yet inspected,,,,
2880607,,available,Not yet inspected,,,,
2288373,,available,Not yet inspected,,,,
3469734,,available,Not yet inspected,,,,
1202573,,available,Not yet inspected,,,,
3846529,,available,Not yet inspected,,,,
2163170,,available,Not yet inspected,,,,
2952993,,available,Not yet inspected,,,,
4915533,,available,Not yet inspected,,,,
8327004,,available,Not yet inspected,,,,
11886842,,available,Not yet inspected,,,,
1294514,,available,Not yet inspected,,,,
1722238,,available,Not yet inspected,,,,
4264791,,available,Not yet inspected,,,,
3011370,,available,Not yet inspected,,,,
26137457,,available,Not yet inspected,,,,
5251497,,available,Not yet inspected,,,,
7116379,,available,Not yet inspected,,,,
2913961,,available,Not yet inspected,,,,
1318263,,available,Not yet inspected,,,,
5739832,,available,Not yet inspected,,,,
5831880,,available,Not yet inspected,,,,
1838762,,available,Not yet inspected,,,,
2428923,,available,Not yet inspected,,,,
4233497,,available,Not yet inspected,,,,
2797773,,available,Not yet inspected,,,,
2429284,,available,Not yet inspected,,,,
5694292,,available,Not yet inspected,,,,
2891374,,available,Not yet inspected,,,,
3775595,,available,Not yet inspected,,,,
1630330,,available,Not yet inspected,,,,
24111053,,available,Not yet inspected,,,,
3927248,,available,Not yet inspected,,,,
7957162,,available,Not yet inspected,,,,
30092816,,available,Not yet inspected,,,,
16251192,,available,Not yet inspected,,,,
11105943,,available,Not yet inspected,,,,
15362000,,available,Not yet inspected,,,,
5265767,,available,Not yet inspected,,,,
6187599,,available,Not yet inspected,,,,
17944891,,available,Not yet inspected,,,,
6222634,,available,Not yet inspected,,,,
3705760,,available,Not yet inspected,,,,
4901658,,available,Not yet inspected,,,,
6553843,,available,Not yet inspected,,,,
6258720,,available,Not yet inspected,,,,
15366964,,available,Not yet inspected,,,,
18321973,,available,Not yet inspected,,,,
14280519,,available,Not yet inspected,,,,
1803409,,available,Not yet inspected,,,,
1011661,,available,Not yet inspected,,,,
5847884,,available,Not yet inspected,,,,
14722243,,available,Not yet inspected,,,,
9845203,,available,Not yet inspected,,,,
3408503,,available,Not yet inspected,,,,
6985594,,available,Not yet inspected,,,,
1829710,,available,Not yet inspected,,,,
2863828,,available,Not yet inspected,,,,
5877403,,available,Not yet inspected,,,,
23138483,,available,Not yet inspected,,,,
5461584,,available,Not yet inspected,,,,
6649233,,available,Not yet inspected,,,,
5461663,,available,Not yet inspected,,,,
11466978,,available,Not yet inspected,,,,
5358371,,available,Not yet inspected,,,,
21365752,,available,Not yet inspected,,,,
10911757,,available,Not yet inspected,,,,
7221860,,available,Not yet inspected,,,,
2766424,,available,Not yet inspected,,,,
8398653,,available,Not yet inspected,,,,
345315,,available,Not yet inspected,,,,
345313,,available,Not yet inspected,,,,
11123453,,available,Not yet inspected,,,,
2136832,,available,Not yet inspected,,,,
25010590,,available,Not yet inspected,,,,
2336309,,available,Not yet inspected,,,,
10575984,,available,Not yet inspected,,,,
8279041,,available,Not yet inspected,,,,
4645268,,available,Not yet inspected,,,,
29682484,,available,Not yet inspected,,,,
2998250,,available,Not yet inspected,,,,
4824774,,available,Not yet inspected,,,,
2363290,,available,Not yet inspected,,,,
4444105,,available,Not yet inspected,,,,
10430835,,available,Not yet inspected,,,,
8631546,,available,Not yet inspected,,,,
4240381,,available,Not yet inspected,,,,
2335598,,available,Not yet inspected,,,,
13701968,,available,Not yet inspected,,,,
3886605,,available,Not yet inspected,,,,
2218968,,available,Not yet inspected,,,,
3000372,,available,Not yet inspected,,,,
6412317,,available,Not yet inspected,,,,
2151834,,available,Not yet inspected,,,,
6374920,,available,Not yet inspected,,,,
6438572,,available,Not yet inspected,,,,
4399761,,available,Not yet inspected,,,,
2038921,,available,Not yet inspected,,,,
6096014,,available,Not yet inspected,,,,
3792874,,available,Not yet inspected,,,,
9905701,,available,Not yet inspected,,,,
3603448,,available,Not yet inspected,,,,
3750715,,available,Not yet inspected,,,,
8302995,,available,Not yet inspected,,,,
1964057,,available,Not yet inspected,,,,
4309313,,available,Not yet inspected,,,,
2544221,,available,Not yet inspected,,,,
3764394,,available,Not yet inspected,,,,
2468824,,available,Not yet inspected,,,,
10997600,,available,Not yet inspected,,,,
4872263,,available,Not yet inspected,,,,
8472458,,available,Not yet inspected,,,,
2442184,,available,Not yet inspected,,,,
1427637,,available,Not yet inspected,,,,
3785197,,available,Not yet inspected,,,,
4846573,,available,Not yet inspected,,,,
10124299,,available,Not yet inspected,,,,
3079435,,available,Not yet inspected,,,,
15152618,,available,Not yet inspected,,,,
2292874,,available,Not yet inspected,,,,
2273494,,available,Not yet inspected,,,,
2208689,,available,Not yet inspected,,,,
8881587,,available,Not yet inspected,,,,
33058458,,available,Not yet inspected,,,,
20332738,,available,Not yet inspected,,,,
2194586,,available,Not yet inspected,,,,
3226852,,available,Not yet inspected,,,,
793756,,available,Not yet inspected,,,,
3302180,,available,Not yet inspected,,,,
1537027,,available,Not yet inspected,,,,
2381218,,available,Not yet inspected,,,,
2809217,,available,Not yet inspected,,,,
3389017,,available,Not yet inspected,,,,
2477803,,available,Not yet inspected,,,,
3844617,,available,Not yet inspected,,,,
4634267,,available,Not yet inspected,,,,
3604402,,available,Not yet inspected,,,,
12119691,,available,Not yet inspected,,,,
2068524,,available,Not yet inspected,,,,
2926550,,available,Not yet inspected,,,,
3389000,,available,Not yet inspected,,,,
6433599,,available,Not yet inspected,,,,
5223798,,available,Not yet inspected,,,,
3604424,,available,Not yet inspected,,,,
2979331,,available,Not yet inspected,,,,
2395088,,available,Not yet inspected,,,,
1425651,,available,Not yet inspected,,,,
3307162,,available,Not yet inspected,,,,
4812655,,available,Not yet inspected,,,,
4135589,,available,Not yet inspected,,,,
2244497,,available,Not yet inspected,,,,
4264942,,available,Not yet inspected,,,,
33199605,,available,Not yet inspected,,,,
2426039,,available,Not yet inspected,,,,
13383072,,available,Not yet inspected,,,,
3619094,,available,Not yet inspected,,,,
6330058,,available,Not yet inspected,,,,
5791390,,available,Not yet inspected,,,,
12251194,,available,Not yet inspected,,,,
611755,,available,Not yet inspected,,,,
8347184,,available,Not yet inspected,,,,
7836347,,available,Not yet inspected,,,,
1343623,,available,Not yet inspected,,,,
11888472,,available,Not yet inspected,,,,
5675089,,available,Not yet inspected,,,,
19295761,,available,Not yet inspected,,,,
2065419,,available,Not yet inspected,,,,
6445655,,available,Not yet inspected,,,,
6447559,,available,Not yet inspected,,,,
3926671,,available,Not yet inspected,,,,
1853295,,available,Not yet inspected,,,,
2106917,,available,Not yet inspected,,,,
4748939,,available,Not yet inspected,,,,
2361240,,available,Not yet inspected,,,,
1940554,,available,Not yet inspected,,,,
2433577,,available,Not yet inspected,,,,
2106965,,available,Not yet inspected,,,,
3673181,,available,Not yet inspected,,,,
4831463,,available,Not yet inspected,,,,
3102615,,available,Not yet inspected,,,,
8325690,,available,Not yet inspected,,,,
3626976,,available,Not yet inspected,,,,
2613271,,available,Not yet inspected,,,,
8161781,,available,Not yet inspected,,,,
8055945,,available,Not yet inspected,,,,
4176593,,available,Not yet inspected,,,,
4332237,,available,Not yet inspected,,,,
15662215,,available,Not yet inspected,,,,
4592361,,available,Not yet inspected,,,,
3408010,,available,Not yet inspected,,,,
16742010,,available,Not yet inspected,,,,
25173043,,available,Not yet inspected,,,,
4438748,,available,Not yet inspected,,,,
7546582,,available,Not yet inspected,,,,
4899188,,available,Not yet inspected,,,,
5546706,,available,Not yet inspected,,,,
21065572,,available,Not yet inspected,,,,
5288141,,available,Not yet inspected,,,,
3557050,,available,Not yet inspected,,,,
3433766,,available,Not yet inspected,,,,
12279484,,available,Not yet inspected,,,,
9808495,,available,Not yet inspected,,,,
6424484,,available,Not yet inspected,,,,
4412048,,available,Not yet inspected,,,,
3502305,,available,Not yet inspected,,,,
1964934,,available,Not yet inspected,,,,
15675082,,available,Not yet inspected,,,,
2473212,,available,Not yet inspected,,,,
29511019,,available,Not yet inspected,,,,
2094889,,available,Not yet inspected,,,,
722342,,available,Not yet inspected,,,,
4888241,,available,Not yet inspected,,,,
1617786,,available,Not yet inspected,,,,
6732616,,available,Not yet inspected,,,,
3252952,,available,Not yet inspected,,,,
1840017,,available,Not yet inspected,,,,
1604579,,available,Not yet inspected,,,,
14070786,,available,Not yet inspected,,,,
4392278,,available,Not yet inspected,,,,
3491765,,available,Not yet inspected,,,,
2928088,,available,Not yet inspected,,,,
6251676,,available,Not yet inspected,,,,
6776181,,available,Not yet inspected,,,,
4189414,,available,Not yet inspected,,,,
4138835,,available,Not yet inspected,,,,
4115587,,available,Not yet inspected,,,,
3817101,,available,Not yet inspected,,,,
5157588,,available,Not yet inspected,,,,
4611307,,available,Not yet inspected,,,,
7461397,,available,Not yet inspected,,,,
3935521,,available,Not yet inspected,,,,
8435240,,available,Not yet inspected,,,,
23827499,,available,Not yet inspected,,,,
5237733,,available,Not yet inspected,,,,
3828661,,available,Not yet inspected,,,,
1031394,,available,Not yet inspected,,,,
8751865,,available,Not yet inspected,,,,
1283078,,available,Not yet inspected,,,,
4275384,,available,Not yet inspected,,,,
3716539,,available,Not yet inspected,,,,
1809260,,available,Not yet inspected,,,,
8985273,,available,Not yet inspected,,,,
9005034,,available,Not yet inspected,,,,
12730332,,available,Not yet inspected,,,,
5083372,,available,Not yet inspected,,,,
3135876,,available,Not yet inspected,,,,
3281078,,available,Not yet inspected,,,,
3806656,,available,Not yet inspected,,,,
2396672,,available,Not yet inspected,,,,
6205468,,available,Not yet inspected,,,,
2028613,,available,Not yet inspected,,,,
2166168,,available,Not yet inspected,,,,
6990175,,available,Not yet inspected,,,,
6988046,,available,Not yet inspected,,,,
31649180,,available,Not yet inspected,,,,
2339260,,available,Not yet inspected,,,,
2115810,,available,Not yet inspected,,,,
3909510,,available,Not yet inspected,,,,
4460023,,available,Not yet inspected,,,,
1894984,,available,Not yet inspected,,,,
1638784,,available,Not yet inspected,,,,
2677779,,available,Not yet inspected,,,,
4872185,,available,Not yet inspected,,,,
1504130,,available,Not yet inspected,,,,
2968142,,available,Not yet inspected,,,,
2090348,,available,Not yet inspected,,,,
2435748,,available,Not yet inspected,,,,
3070375,,available,Not yet inspected,,,,
2313399,,available,Not yet inspected,,,,
5359195,,available,Not yet inspected,,,,
5476012,,available,Not yet inspected,,,,
8452137,,available,Not yet inspected,,,,
2580940,,available,Not yet inspected,,,,
4831964,,available,Not yet inspected,,,,
3250287,,available,Not yet inspected,,,,
2678643,,available,Not yet inspected,,,,
5245431,,available,Not yet inspected,,,,
1621395,,available,Not yet inspected,,,,
4942475,,available,Not yet inspected,,,,
4084862,,available,Not yet inspected,,,,
5999582,,available,Not yet inspected,,,,
4430494,,available,Not yet inspected,,,,
6258761,,available,Not yet inspected,,,,
3387086,,available,Not yet inspected,,,,
16026892,,available,Not yet inspected,,,,
9097646,,available,Not yet inspected,,,,
4597554,,available,Not yet inspected,,,,
8252398,,available,Not yet inspected,,,,
3770438,,available,Not yet inspected,,,,
4400915,,available,Not yet inspected,,,,
3901673,,available,Not yet inspected,,,,
32585334,,available,Not yet inspected,,,,
3447369,,available,Not yet inspected,,,,
5138332,,available,Not yet inspected,,,,
31404527,,available,Not yet inspected,,,,
7867001,,available,Not yet inspected,,,,
13202499,,available,Not yet inspected,,,,
3078030,,available,Not yet inspected,,,,
374775,,available,Not yet inspected,,,,
2925179,,available,Not yet inspected,,,,
1899729,,available,Not yet inspected,,,,
4348418,,available,Not yet inspected,,,,
4341821,,available,Not yet inspected,,,,
11242716,,available,Not yet inspected,,,,
2596737,,available,Not yet inspected,,,,
2930351,,available,Not yet inspected,,,,
2194860,,available,Not yet inspected,,,,
2959988,,available,Not yet inspected,,,,
2222339,,available,Not yet inspected,,,,
2515435,,available,Not yet inspected,,,,
1906517,,available,Not yet inspected,,,,
5084384,,available,Not yet inspected,,,,
14552355,,available,Not yet inspected,,,,
2867027,,available,Not yet inspected,,,,
3644038,,available,Not yet inspected,,,,
5447211,,available,Not yet inspected,,,,
2172661,,available,Not yet inspected,,,,
2133842,,available,Not yet inspected,,,,
2514333,,available,Not yet inspected,,,,
3185481,,available,Not yet inspected,,,,
9907176,,available,Not yet inspected,,,,
3709776,,available,Not yet inspected,,,,
7986337,,available,Not yet inspected,,,,
990504,,available,Not yet inspected,,,,
4310458,,available,Not yet inspected,,,,
9560549,,available,Not yet inspected,,,,
2214108,,available,Not yet inspected,,,,
8870770,,available,Not yet inspected,,,,
5682514,,available,Not yet inspected,,,,
2140711,,available,Not yet inspected,,,,
7370953,,available,Not yet inspected,,,,
1238549,,available,Not yet inspected,,,,
1949437,,available,Not yet inspected,,,,
2685826,,available,Not yet inspected,,,,
3716090,,available,Not yet inspected,,,,
4805530,,available,Not yet inspected,,,,
14553146,,available,Not yet inspected,,,,
5321229,,available,Not yet inspected,,,,
2350020,,available,Not yet inspected,,,,
2808694,,available,Not yet inspected,,,,
2082439,,available,Not yet inspected,,,,
17428333,,available,Not yet inspected,,,,
3795675,,available,Not yet inspected,,,,
5740525,,available,Not yet inspected,,,,
15295663,,available,Not yet inspected,,,,
3264739,,available,Not yet inspected,,,,
4043991,,available,Not yet inspected,,,,
5741566,,available,Not yet inspected,,,,
7957024,,available,Not yet inspected,,,,
7271887,,available,Not yet inspected,,,,
3438399,,available,Not yet inspected,,,,
5480541,,available,Not yet inspected,,,,
3022831,,available,Not yet inspected,,,,
26351420,,available,Not yet inspected,,,,
2819982,,available,Not yet inspected,,,,
26479592,,available,Not yet inspected,,,,
4225917,,available,Not yet inspected,,,,
9217356,,available,Not yet inspected,,,,
3727826,,available,Not yet inspected,,,,
4481683,,available,Not yet inspected,,,,
2865502,,available,Not yet inspected,,,,
1109306,,available,Not yet inspected,,,,
2581292,,available,Not yet inspected,,,,
14269934,,available,Not yet inspected,,,,
2037676,,available,Not yet inspected,,,,
5644263,,available,Not yet inspected,,,,
3824206,,available,Not yet inspected,,,,
3435207,,available,Not yet inspected,,,,
1193497,,available,Not yet inspected,,,,
7060618,,available,Not yet inspected,,,,
252541,,available,Not yet inspected,,,,
11707155,,available,Not yet inspected,,,,
1499329,,available,Not yet inspected,,,,
7506598,,available,Not yet inspected,,,,
2477388,,available,Not yet inspected,,,,
3355438,,available,Not yet inspected,,,,
9085550,,available,Not yet inspected,,,,
3189290,,available,Not yet inspected,,,,
2775580,,available,Not yet inspected,,,,
2793144,,available,Not yet inspected,,,,
1831043,,available,Not yet inspected,,,,
9549911,,available,Not yet inspected,,,,
3157048,,available,Not yet inspected,,,,
7837823,,available,Not yet inspected,,,,
4195322,,available,Not yet inspected,,,,
2469057,,available,Not yet inspected,,,,
21857854,,available,Not yet inspected,,,,
6747367,,available,Not yet inspected,,,,
4197360,,available,Not yet inspected,,,,
31333906,,available,Not yet inspected,,,,
2998293,,available,Not yet inspected,,,,
4484115,,available,Not yet inspected,,,,
6684787,,available,Not yet inspected,,,,
6258052,,available,Not yet inspected,,,,
3026108,,available,Not yet inspected,,,,
8220032,,available,Not yet inspected,,,,
10019232,,available,Not yet inspected,,,,
3033849,,available,Not yet inspected,,,,
10686560,,available,Not yet inspected,,,,
4789330,,available,Not yet inspected,,,,
4557252,,available,Not yet inspected,,,,
1166449,,available,Not yet inspected,,,,
4165371,,available,Not yet inspected,,,,
8245750,,available,Not yet inspected,,,,
19478467,,available,Not yet inspected,,,,
11263857,,available,Not yet inspected,,,,
12687313,,available,Not yet inspected,,,,
2566945,,available,Not yet inspected,,,,
7339164,,available,Not yet inspected,,,,
2178665,,available,Not yet inspected,,,,
1607688,,available,Not yet inspected,,,,
6919069,,available,Not yet inspected,,,,
3161570,,available,Not yet inspected,,,,
4790847,,available,Not yet inspected,,,,
7903464,,available,Not yet inspected,,,,
3896633,,available,Not yet inspected,,,,
1838964,,available,Not yet inspected,,,,
4958466,,available,Not yet inspected,,,,
3198244,,available,Not yet inspected,,,,
1484335,,available,Not yet inspected,,,,
6042785,,available,Not yet inspected,,,,
12568487,,available,Not yet inspected,,,,
3887034,,available,Not yet inspected,,,,
3936690,,available,Not yet inspected,,,,
3816174,,available,Not yet inspected,,,,
1630932,,available,Not yet inspected,,,,
3456661,,available,Not yet inspected,,,,
10400968,,available,Not yet inspected,,,,
4892694,,available,Not yet inspected,,,,
5350413,,available,Not yet inspected,,,,
4545613,,available,Not yet inspected,,,,
19669423,,available,Not yet inspected,,,,
7111404,,available,Not yet inspected,,,,
5275264,,available,Not yet inspected,,,,
1328452,,available,Not yet inspected,,,,
10143376,,available,Not yet inspected,,,,
1019101,,available,Not yet inspected,,,,
11460081,,available,Not yet inspected,,,,
7053518,,available,Not yet inspected,,,,
2946916,,available,Not yet inspected,,,,
9626249,,available,Not yet inspected,,,,
11042051,,available,Not yet inspected,,,,
7862763,,available,Not yet inspected,,,,
2916320,,available,Not yet inspected,,,,
3588201,,available,Not yet inspected,,,,
5929939,,available,Not yet inspected,,,,
4061656,,available,Not yet inspected,,,,
8272199,,available,Not yet inspected,,,,
4845275,,available,Not yet inspected,,,,
1786853,,available,Not yet inspected,,,,
1028358,,available,Not yet inspected,,,,
7473349,,available,Not yet inspected,,,,
6132089,,available,Not yet inspected,,,,
1944547,,available,Not yet inspected,,,,
10134191,,available,Not yet inspected,,,,
2040279,,available,Not yet inspected,,,,
16231489,,available,Not yet inspected,,,,
2211651,,available,Not yet inspected,,,,
10308824,,available,Not yet inspected,,,,
7620800,,available,Not yet inspected,,,,
3322820,,available,Not yet inspected,,,,
3960414,,available,Not yet inspected,,,,
11467812,,available,Not yet inspected,,,,
1875352,,available,Not yet inspected,,,,
7358949,,available,Not yet inspected,,,,
10855106,,available,Not yet inspected,,,,
2564122,,available,Not yet inspected,,,,
4017538,,available,Not yet inspected,,,,
7792109,,available,Not yet inspected,,,,
1821756,,available,Not yet inspected,,,,
3629477,,available,Not yet inspected,,,,
9187383,,available,Not yet inspected,,,,
7469831,,available,Not yet inspected,,,,
908264,,available,Not yet inspected,,,,
3737634,,available,Not yet inspected,,,,
4820458,,available,Not yet inspected,,,,
4036648,,available,Not yet inspected,,,,
3207502,,available,Not yet inspected,,,,
3206211,,available,Not yet inspected,,,,
28069831,,available,Not yet inspected,,,,
2785465,,available,Not yet inspected,,,,
6905928,,available,Not yet inspected,,,,
14402384,,available,Not yet inspected,,,,
8971581,,available,Not yet inspected,,,,
2116312,,available,Not yet inspected,,,,
31464578,,available,Not yet inspected,,,,
1631382,,available,Not yet inspected,,,,
3780275,,available,Not yet inspected,,,,
4897509,,available,Not yet inspected,,,,
2749484,,available,Not yet inspected,,,,
8328977,,available,Not yet inspected,,,,
7943568,,available,Not yet inspected,,,,
3977745,,available,Not yet inspected,,,,
23747315,,available,Not yet inspected,,,,
10555331,,available,Not yet inspected,,,,
